"OriginalName","Organizations","Type","CleanName","CleanNameNoMiddle","IsDuplicate",
"Pietroniro, Alain","St. Mary and Milk Rivers (Boundary Waters Treaty)","Govenor In Council Appointments","Pietroniro, Alain","Pietroniro, Alain","n",
"Bédard, Claude","Standards Council of Canada","Govenor In Council Appointments","Bédard, Claude","Bédard, Claude","n",
"Coll, Kathryn","Standards Council of Canada","Govenor In Council Appointments","Coll, Kathryn","Coll, Kathryn","n",
"Gignac, Suzie","Standards Council of Canada","Govenor In Council Appointments","Gignac, Suzie","Gignac, Suzie","n",
"Heggelund, Merete","Standards Council of Canada","Govenor In Council Appointments","Heggelund, Merete","Heggelund, Merete","n",
"Milsom, Kathy","Standards Council of Canada","Govenor In Council Appointments","Milsom, Kathy","Milsom, Kathy","n",
"Walter, John","Standards Council of Canada","Govenor In Council Appointments","Walter, John","Walter, John","n",
"Bilodeau, Roger","Supreme Court of Canada","Govenor In Council Appointments","Bilodeau, Roger","Bilodeau, Roger","n",
"Lord, Marie-Linda","Telefilm Canada","Govenor In Council Appointments","Lord, Marie-Linda","Lord, Marie-Linda","n",
"Orenstein, Elise","Telefilm Canada","Govenor In Council Appointments","Orenstein, Elise","Orenstein, Elise","n",
"Roy, Michel","Telefilm Canada","Govenor In Council Appointments","Roy, Michel","Roy, Michel","n",
"Brabant, Carolle","Telefilm Canada,æNational Film Board","Govenor In Council Appointments","Brabant, Carolle","Brabant, Carolle","n",
"Joli-Coeur, Claude","Telefilm Canada,æNational Film Board","Govenor In Council Appointments","Joli-Coeur, Claude","Joli-Coeur, Claude","n",
"Buckler, Tracy","Thunder Bay Port Authority","Govenor In Council Appointments","Buckler, Tracy","Buckler, Tracy","n",
"Badowski, John","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Badowski, John","Badowski, John","n",
"Desbiens, Caroline","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Desbiens, Caroline","Desbiens, Caroline","n",
"Drouin, Gary","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Drouin, Gary","Drouin, Gary","n",
"Lee, Herbert","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Lee, Herbert","Lee, Herbert","n",
"LePitre, Barrie","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","LePitre, Barrie","LePitre, Barrie","n",
"Parsons, Jim","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Parsons, Jim","Parsons, Jim","n",
"Perlman, Robert","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Perlman, Robert","Perlman, Robert","n",
"Pietracupa, Franco","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Pietracupa, Franco","Pietracupa, Franco","n",
"Racine, Suzanne","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Racine, Suzanne","Racine, Suzanne","n",
"Rogers, Stephen","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Rogers, Stephen","Rogers, Stephen","n",
"Shabah, Abdo","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Shabah, Abdo","Shabah, Abdo","n",
"Villemaire, Yves","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Villemaire, Yves","Villemaire, Yves","n",
"Arvisais, Luc","Trois-Rivières Port Authority","Govenor In Council Appointments","Arvisais, Luc","Arvisais, Luc","n",
"Diamond-Gélinas, Nicole","Trois-Rivières Port Authority","Govenor In Council Appointments","Diamond-Gélinas, Nicole","Diamond-Gélinas, Nicole","n",
"Dupuis, Franèois","Trois-Rivières Port Authority","Govenor In Council Appointments","Dupuis, Franèois","Dupuis, Franèois","n",
"Gravel, Martine","Trois-Rivières Port Authority","Govenor In Council Appointments","Gravel, Martine","Gravel, Martine","n",
"Marchand, Cléo","Trois-Rivières Port Authority","Govenor In Council Appointments","Marchand, Cléo","Marchand, Cléo","n",
"Bancroft-Jones, Anne","Vancouver Fraser Port Authority","Govenor In Council Appointments","Bancroft-Jones, Anne","Bancroft-Jones, Anne","n",
"Neeser, Craig","Vancouver Fraser Port Authority","Govenor In Council Appointments","Neeser, Craig","Neeser, Craig","n",
"Desjardins, Pierre","Veterans Review and Appeal Board","Govenor In Council Appointments","Desjardins, Pierre","Desjardins, Pierre","n",
"Dionne, Lise","Veterans Review and Appeal Board","Govenor In Council Appointments","Dionne, Lise","Dionne, Lise","n",
"Frenette, Richard","Veterans Review and Appeal Board","Govenor In Council Appointments","Frenette, Richard","Frenette, Richard","n",
"Kean, Dana","Veterans Review and Appeal Board","Govenor In Council Appointments","Kean, Dana","Kean, Dana","n",
"Langille, Roger","Veterans Review and Appeal Board","Govenor In Council Appointments","Langille, Roger","Langille, Roger","n",
"Malo, Robert","Veterans Review and Appeal Board","Govenor In Council Appointments","Malo, Robert","Malo, Robert","n",
"Martel, Serge","Veterans Review and Appeal Board","Govenor In Council Appointments","Martel, Serge","Martel, Serge","n",
"O'Kurley, Brian","Veterans Review and Appeal Board","Govenor In Council Appointments","O'Kurley, Brian","O'Kurley, Brian","n",
"Taylor, Brent","Veterans Review and Appeal Board","Govenor In Council Appointments","Taylor, Brent","Taylor, Brent","n",
"Tobin Oates, Mary","Veterans Review and Appeal Board","Govenor In Council Appointments","Tobin Oates, Mary","Tobin Oates, Mary","n",
"Vautour, Angela","Veterans Review and Appeal Board","Govenor In Council Appointments","Vautour, Angela","Vautour, Angela","n",
"Walsh, Joan","Veterans Review and Appeal Board","Govenor In Council Appointments","Walsh, Joan","Walsh, Joan","n",
"Woodfield, Richard","Veterans Review and Appeal Board","Govenor In Council Appointments","Woodfield, Richard","Woodfield, Richard","n",
"Desjardins-Siciliano, Yves","VIA Rail Canada Inc.","Govenor In Council Appointments","Desjardins-Siciliano, Yves","Desjardins-Siciliano, Yves","n",
"Durand, Denis","VIA Rail Canada Inc.","Govenor In Council Appointments","Durand, Denis","Durand, Denis","n",
"Hoff, David","VIA Rail Canada Inc.","Govenor In Council Appointments","Hoff, David","Hoff, David","n",
"Mowat, Jane","VIA Rail Canada Inc.","Govenor In Council Appointments","Mowat, Jane","Mowat, Jane","n",
"Sergieh, Hind","VIA Rail Canada Inc.","Govenor In Council Appointments","Sergieh, Hind","Sergieh, Hind","n",
"Lucente, Rocco","Windsor Port Authority","Govenor In Council Appointments","Lucente, Rocco","Lucente, Rocco","n",
"Mulroney Lapham, Caroline","Windsor-Detroit Bridge Authority","Govenor In Council Appointments","Mulroney Lapham, Caroline","Mulroney Lapham, Caroline","n",
"Barber, Garnet (Randy)","Social Security Tribunal","Govenor In Council Appointments","Barber, Randy","Barber, Randy","duplicate",
"Kluczewski, Chris (Krzysztof)","Oshawa Port Authority","Govenor In Council Appointments","Kluczewski, Krzysztof","Kluczewski, Krzysztof","duplicate",
"Cautillo, Michele (Michael)","Windsor-Detroit Bridge Authority","Govenor In Council Appointments","Cautillo, Michael","Cautillo, Michael","duplicate",
"Hewitt, Warren Edward (Ted)","Social Sciences and Humanities Research Council","Govenor In Council Appointments","Hewitt, Ted","Hewitt, Ted","duplicate",
"KPMG Peat Marwick Thorne, Chartered Accountants","Business Development Bank of Canada","Govenor In Council Appointments","KPMG Peat Marwick Thorne, Chartered Accountants","KPMG Peat Marwick Thorne, Chartered","n",
"Hazlett Parker, Valerie Anne","Social Security Tribunal","Govenor In Council Appointments","Hazlett Parker, Valerie Anne","Hazlett Parker, Valerie","n",
"Ryan Bourgeois, Angela Jean","Social Security Tribunal","Govenor In Council Appointments","Ryan Bourgeois, Angela Jean","Ryan Bourgeois, Angela","n",
"Miscampbell, Patricia Jean","Immigration and Refugee Board","Govenor In Council Appointments","Miscampbell, Patricia Jean","Miscampbell, Patricia","n",
"MacIntyre, Alexander Laughlin","Atlantic Pilotage Authority","Govenor In Council Appointments","MacIntyre, Alexander Laughlin","MacIntyre, Alexander","n",
"Bell Hughes, Melanie Joan","Saint John Port Authority","Govenor In Council Appointments","Bell Hughes, Melanie Joan","Bell Hughes, Melanie","n",
"Patterson, Catherine Mary","Social Security Tribunal","Govenor In Council Appointments","Patterson, Catherine Mary","Patterson, Catherine","n",
"Annunziata, Anthony Michael","Buffalo and Fort Erie Public Bridge Authority","Govenor In Council Appointments","Annunziata, Anthony Michael","Annunziata, Anthony","n",
"Sutherland, Barbara Jean","Canada Lands Company Limited","Govenor In Council Appointments","Sutherland, Barbara Jean","Sutherland, Barbara","n",
"Badger, Christopher John","Nanaimo Port Authority","Govenor In Council Appointments","Badger, Christopher John","Badger, Christopher","n",
"Waraich, Bhalwinder Singh","Social Sciences and Humanities Research Council","Govenor In Council Appointments","Waraich, Bhalwinder Singh","Waraich, Bhalwinder","n",
"Beauchesne, Michael Anthony","Social Security Tribunal","Govenor In Council Appointments","Beauchesne, Michael Anthony","Beauchesne, Michael","n",
"Laidlaw, Jacqueline Ruth","Social Security Tribunal","Govenor In Council Appointments","Laidlaw, Jacqueline Ruth","Laidlaw, Jacqueline","n",
"Wallocha, Katherine Corinne","Social Security Tribunal","Govenor In Council Appointments","Wallocha, Katherine Corinne","Wallocha, Katherine","n",
"Brooks, Christopher James","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Brooks, Christopher James","Brooks, Christopher","n",
"Phillips, Alexander Charles","Transportation Appeal Tribunal of Canada","Govenor In Council Appointments","Phillips, Alexander Charles","Phillips, Alexander","n",
"Brabander, Richard Georg Rolf","Canada Industrial Relations Board","Govenor In Council Appointments","Brabander, Richard Georg Rolf","Brabander, Richard","n",
"MacPherson, Judith Frances","Canada Industrial Relations Board","Govenor In Council Appointments","MacPherson, Judith Frances","MacPherson, Judith","n",
"MacPherson, Sheila Marlene","Canadian Human Rights Commission","Govenor In Council Appointments","MacPherson, Sheila Marlene","MacPherson, Sheila","n",
"Bebbington, Robert Joseph","Immigration and Refugee Board","Govenor In Council Appointments","Bebbington, Robert Joseph","Bebbington, Robert","n",
"Gallagher, Stephen James","Immigration and Refugee Board","Govenor In Council Appointments","Gallagher, Stephen James","Gallagher, Stephen","n",
"Macdougall, Donald Virtue","Immigration and Refugee Board","Govenor In Council Appointments","Macdougall, Donald Virtue","Macdougall, Donald","n",
"McCaffrey, Michael Scott","Immigration and Refugee Board","Govenor In Council Appointments","McCaffrey, Michael Scott","McCaffrey, Michael","n",
"Kefalas, Apostolos Paul","Jacques Cartier and Champlain Bridges Incorporated (The)","Govenor In Council Appointments","Kefalas, Apostolos Paul","Kefalas, Apostolos","n",
"O'Brien, Katherine Joy","Payments in lieu of Taxes Dispute Advisory Panel","Govenor In Council Appointments","O'Brien, Katherine Joy","O'Brien, Katherine","n",
"Johnson, Shawnessy Yevonne","Social Security Tribunal","Govenor In Council Appointments","Johnson, Shawnessy Yevonne","Johnson, Shawnessy","n",
"Saunders, Virginia Lee","Social Security Tribunal","Govenor In Council Appointments","Saunders, Virginia Lee","Saunders, Virginia","n",
"Steinberg, Jeffrey Stuart","Social Security Tribunal","Govenor In Council Appointments","Steinberg, Jeffrey Stuart","Steinberg, Jeffrey","n",
"Vanderhout, Pierre Maurice","Social Security Tribunal","Govenor In Council Appointments","Vanderhout, Pierre Maurice","Vanderhout, Pierre","n",
"Galbraith, Lauria Anne","Atlantic Pilotage Authority","Govenor In Council Appointments","Galbraith, Lauria Anne","Galbraith, Lauria","n",
"Creelman, Kenneth Ross","Canada Foundation for Sustainable Development Technology","Govenor In Council Appointments","Creelman, Kenneth Ross","Creelman, Kenneth","n",
"MacLeod, Roderick Keith","Canada-Nova Scotia Offshore Petroleum Board","Govenor In Council Appointments","MacLeod, Roderick Keith","MacLeod, Roderick","n",
"Kennedy, Patricia Anne","Canadian Air Transport Security Authority","Govenor In Council Appointments","Kennedy, Patricia Anne","Kennedy, Patricia","n",
"Dauphinee, Shelly Lin","Canadian Centre for Occupational Health and Safety","Govenor In Council Appointments","Dauphinee, Shelly Lin","Dauphinee, Shelly","n",
"Cathcart, Bernard Blaise","Canadian Forces","Govenor In Council Appointments","Cathcart, Bernard Blaise","Cathcart, Bernard","n",
"Jean-Louis, Maxim Jacques","Canadian High Arctic Research Station","Govenor In Council Appointments","Jean-Louis, Maxim Jacques","Jean-Louis, Maxim","n",
"Campbell, Stephen Douglas","Canadian Transportation Agency","Govenor In Council Appointments","Campbell, Stephen Douglas","Campbell, Stephen","n",
"Fitzgerald, Peter Paul","Canadian Transportation Agency","Govenor In Council Appointments","Fitzgerald, Peter Paul","Fitzgerald, Peter","n",
"McMurray, William George Avery","Canadian Transportation Agency","Govenor In Council Appointments","McMurray, William George Avery","McMurray, William","n",
"Talvitie, Richard Emil","Federal Bridge Corporation Limited (The)","Govenor In Council Appointments","Talvitie, Richard Emil","Talvitie, Richard","n",
"Atkinson, Kenneth David","Immigration and Refugee Board","Govenor In Council Appointments","Atkinson, Kenneth David","Atkinson, Kenneth","n",
"Cunningham, Lynne Patricia","Immigration and Refugee Board","Govenor In Council Appointments","Cunningham, Lynne Patricia","Cunningham, Lynne","n",
"da Silva, Anthony Peter","Immigration and Refugee Board","Govenor In Council Appointments","da Silva, Anthony Peter","da Silva, Anthony","n",
"Moffatt, Garfield Ian","Marine Atlantic Inc.","Govenor In Council Appointments","Moffatt, Garfield Ian","Moffatt, Garfield","n",
"Emmerton, William James","National Seniors Council","Govenor In Council Appointments","Emmerton, William James","Emmerton, William","n",
"Bright, Katherine Edith","Pacific Pilotage Authority","Govenor In Council Appointments","Bright, Katherine Edith","Bright, Katherine","n",
"Pitsula, Patricia Lynn","Parole Board of Canada","Govenor In Council Appointments","Pitsula, Patricia Lynn","Pitsula, Patricia","n",
"Greenland, Bobbie Joe","Renewable Resources Board (Gwich'in)","Govenor In Council Appointments","Greenland, Bobbie Joe","Greenland, Bobbie","n",
"Thompson, Gregory Francis","Roosevelt Campobello International Park Commission","Govenor In Council Appointments","Thompson, Gregory Francis","Thompson, Gregory","n",
"Hamilton, Heather Jane","Social Security Tribunal","Govenor In Council Appointments","Hamilton, Heather Jane","Hamilton, Heather","n",
"Rodenhurst, Brian Ray","Social Security Tribunal","Govenor In Council Appointments","Rodenhurst, Brian Ray","Rodenhurst, Brian","n",
"Sajtos, Elizabeth Joanne","Social Security Tribunal","Govenor In Council Appointments","Sajtos, Elizabeth Joanne","Sajtos, Elizabeth","n",
